label,h0_x0,h0_y0,h0_z0,h0_x1,h0_y1,h0_z1,h0_x2,h0_y2,h0_z2,h0_x3,h0_y3,h0_z3,h0_x4,h0_y4,h0_z4,h0_x5,h0_y5,h0_z5,h0_x6,h0_y6,h0_z6,h0_x7,h0_y7,h0_z7,h0_x8,h0_y8,h0_z8,h0_x9,h0_y9,h0_z9,h0_x10,h0_y10,h0_z10,h0_x11,h0_y11,h0_z11,h0_x12,h0_y12,h0_z12,h0_x13,h0_y13,h0_z13,h0_x14,h0_y14,h0_z14,h0_x15,h0_y15,h0_z15,h0_x16,h0_y16,h0_z16,h0_x17,h0_y17,h0_z17,h0_x18,h0_y18,h0_z18,h0_x19,h0_y19,h0_z19,h0_x20,h0_y20,h0_z20,h1_x0,h1_y0,h1_z0,h1_x1,h1_y1,h1_z1,h1_x2,h1_y2,h1_z2,h1_x3,h1_y3,h1_z3,h1_x4,h1_y4,h1_z4,h1_x5,h1_y5,h1_z5,h1_x6,h1_y6,h1_z6,h1_x7,h1_y7,h1_z7,h1_x8,h1_y8,h1_z8,h1_x9,h1_y9,h1_z9,h1_x10,h1_y10,h1_z10,h1_x11,h1_y11,h1_z11,h1_x12,h1_y12,h1_z12,h1_x13,h1_y13,h1_z13,h1_x14,h1_y14,h1_z14,h1_x15,h1_y15,h1_z15,h1_x16,h1_y16,h1_z16,h1_x17,h1_y17,h1_z17,h1_x18,h1_y18,h1_z18,h1_x19,h1_y19,h1_z19,h1_x20,h1_y20,h1_z20
HELLO,0.038061827421188354,0.5427809953689575,3.3111317065959156e-07,0.09712481498718262,0.5655457377433777,-0.02030126564204693,0.16671277582645416,0.5470775961875916,-0.026649150997400284,0.19824166595935822,0.5066448450088501,-0.03233260661363602,0.16821174323558807,0.4827527403831482,-0.03828629478812218,0.19371706247329712,0.4241839051246643,-0.00765745947137475,0.23655977845191956,0.3694447875022888,-0.01879785768687725,0.25877484679222107,0.331210732460022,-0.03217035531997681,0.2768017053604126,0.2953106164932251,-0.04367164522409439,0.16996879875659943,0.38799554109573364,-0.011528133414685726,0.2177501916885376,0.3249787986278534,-0.02010679617524147,0.24726545810699463,0.28198641538619995,-0.03253154084086418,0.2701272666454315,0.24160164594650269,-0.04314073920249939,0.13879665732383728,0.36940452456474304,-0.018566831946372986,0.18267212808132172,0.3079482316970825,-0.026803070679306984,0.21124844253063202,0.2715671956539154,-0.03727584332227707,0.23466479778289795,0.23684899508953094,-0.0461941733956337,0.10027533024549484,0.3618459105491638,-0.02848190814256668,0.1333918571472168,0.3109443783760071,-0.035434290766716,0.1576755791902542,0.28177618980407715,-0.039798762649297714,0.1812903881072998,0.2537987232208252,-0.04456618055701256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HELLO,0.0472845733165741,0.5100769996643066,2.2787573072946543e-07,0.09863841533660889,0.5264204144477844,-0.007055716589093208,0.15422749519348145,0.493747740983963,-0.008848689496517181,0.18506790697574615,0.4666738510131836,-0.012472518719732761,0.18066935241222382,0.4441325068473816,-0.01729806885123253,0.18343134224414825,0.380158931016922,-0.0014976421371102333,0.22590218484401703,0.32271042466163635,-0.01395456213504076,0.25287318229675293,0.28897398710250854,-0.025662392377853394,0.2747935354709625,0.25946784019470215,-0.034805163741111755,0.1691199094057083,0.3647618889808655,-0.010760889388620853,0.21775169670581818,0.3017651438713074,-0.022062310948967934,0.24974364042282104,0.26379328966140747,-0.03358090668916702,0.276407927274704,0.22950014472007751,-0.04230313375592232,0.14665719866752625,0.36051785945892334,-0.022442976012825966,0.1925649791955948,0.2966068685054779,-0.03457481041550636,0.2225349396467209,0.26083940267562866,-0.04519420117139816,0.24777096509933472,0.22815479338169098,-0.0528855137526989,0.11840169131755829,0.3656848073005676,-0.035462748259305954,0.15206918120384216,0.31656235456466675,-0.04643870145082474,0.1772611290216446,0.28694188594818115,-0.05242977291345596,0.20171040296554565,0.2597164511680603,-0.05732881650328636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HELLO,0.7412613034248352,0.49127310514450073,3.2519446335754765e-07,0.6890509128570557,0.49839240312576294,-0.016213221475481987,0.6350493431091309,0.4716548025608063,-0.02866518869996071,0.6185286641120911,0.42300617694854736,-0.042031969875097275,0.6471655368804932,0.3937855362892151,-0.056255534291267395,0.6083775758743286,0.37430480122566223,-0.014075961895287037,0.5713559985160828,0.3217132091522217,-0.031148938462138176,0.5451695919036865,0.28991734981536865,-0.047645874321460724,0.523068904876709,0.2599329352378845,-0.061999689787626266,0.6246351003646851,0.3535293638706207,-0.02204887382686138,0.5803383588790894,0.29502421617507935,-0.038249071687459946,0.549628496170044,0.25564301013946533,-0.0536004975438118,0.5221235156059265,0.2194128930568695,-0.06575587391853333,0.649171769618988,0.3457961976528168,-0.03292224183678627,0.6083825826644897,0.28471070528030396,-0.048720989376306534,0.5813605785369873,0.24693509936332703,-0.06253502517938614,0.5571433305740356,0.21402639150619507,-0.07299300283193588,0.6811842322349548,0.3474714457988739,-0.04615238681435585,0.6526823043823242,0.3014776408672333,-0.06108097359538078,0.6276780962944031,0.2732384204864502,-0.07118893414735794,0.6040509343147278,0.24898923933506012,-0.07927477359771729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HELLO,0.7379810810089111,0.4986957311630249,3.6102491662859393e-07,0.6818667650222778,0.5010623335838318,-0.01781950704753399,0.6307288408279419,0.4740712344646454,-0.030368955805897713,0.6210501790046692,0.4144870638847351,-0.042691171169281006,0.6532660126686096,0.37972208857536316,-0.05562383309006691,0.5938894152641296,0.40057292580604553,-0.0150512820109725,0.5497945547103882,0.35098984837532043,-0.029648587107658386,0.5235047936439514,0.32111334800720215,-0.04432198405265808,0.5008288621902466,0.2915017008781433,-0.057339973747730255,0.6112850904464722,0.36829620599746704,-0.02038556896150112,0.5630479454994202,0.31237539649009705,-0.03250517696142197,0.5322871804237366,0.2764042615890503,-0.045702625066041946,0.50396329164505,0.24380244314670563,-0.056713029742240906,0.6387796998023987,0.34922248125076294,-0.028334593400359154,0.5964312553405762,0.2903454899787903,-0.04047993943095207,0.5679101943969727,0.2557904124259949,-0.05251026526093483,0.5412876009941101,0.22694383561611176,-0.062089331448078156,0.6743382811546326,0.3404925465583801,-0.03862784057855606,0.6462831497192383,0.29251760244369507,-0.05042656511068344,0.624112606048584,0.2627456486225128,-0.05755072087049484,0.6033914089202881,0.2379666119813919,-0.06344897300004959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HELLO,0.7436370849609375,0.4966888427734375,4.2291748059142265e-07,0.6876512765884399,0.5000662803649902,-0.022573361173272133,0.6315549612045288,0.4662351906299591,-0.03471088409423828,0.6194800734519958,0.40018153190612793,-0.04614179953932762,0.6545199155807495,0.36557894945144653,-0.05716880038380623,0.5941848754882812,0.395961195230484,-0.0071501960046589375,0.5564674139022827,0.3410814702510834,-0.019326480105519295,0.5352472066879272,0.30458247661590576,-0.03409109264612198,0.5175949335098267,0.26813173294067383,-0.047323938459157944,0.612496018409729,0.3646848201751709,-0.009061052463948727,0.5700132846832275,0.306931734085083,-0.01790706254541874,0.5436806678771973,0.26506176590919495,-0.0303439162671566,0.5195090770721436,0.22619794309139252,-0.04113750904798508,0.6404865980148315,0.3464289903640747,-0.014973117969930172,0.6024327278137207,0.28830504417419434,-0.023905500769615173,0.5763697624206543,0.24973677098751068,-0.03466338291764259,0.552440345287323,0.21638308465480804,-0.04346908628940582,0.675184965133667,0.33742353320121765,-0.024188384413719177,0.6437721252441406,0.29299718141555786,-0.032553695142269135,0.6206423044204712,0.2644540071487427,-0.038110144436359406,0.6000704765319824,0.2391841560602188,-0.043212082237005234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THANK_YOU,0.14009861648082733,0.9282221794128418,3.610726366787276e-07,0.1226034164428711,0.8245049118995667,0.016036927700042725,0.14414572715759277,0.7392408847808838,0.018290432170033455,0.1818963885307312,0.6893645524978638,0.017580902203917503,0.2170269787311554,0.6657454371452332,0.01581147126853466,0.15382613241672516,0.7040189504623413,-0.009488499723374844,0.21148647367954254,0.6054040193557739,-0.01880664937198162,0.24432408809661865,0.5545903444290161,-0.019573945552110672,0.2697683274745941,0.518328070640564,-0.018061131238937378,0.19349318742752075,0.7295054197311401,-0.0231570266187191,0.24960818886756897,0.6188284754753113,-0.031730856746435165,0.283332884311676,0.5608421564102173,-0.03329712152481079,0.3086977005004883,0.5203527212142944,-0.03266287222504616,0.23021771013736725,0.7626416087150574,-0.033993180841207504,0.27601829171180725,0.6552432775497437,-0.03983369469642639,0.3027368187904358,0.5980901718139648,-0.0394180566072464,0.3215879499912262,0.5553436875343323,-0.03820571303367615,0.26078248023986816,0.8027064204216003,-0.04291757941246033,0.2916179895401001,0.7139056324958801,-0.04499669745564461,0.3076179325580597,0.6641085743904114,-0.03982792794704437,0.3208031952381134,0.6237134337425232,-0.03443377465009689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THANK_YOU,0.19753438234329224,0.9324918985366821,4.7090421162465645e-07,0.17668578028678894,0.8219348788261414,0.00663292920216918,0.18715128302574158,0.7360007166862488,0.004592230077832937,0.2172289490699768,0.6967376470565796,0.002016032114624977,0.24447500705718994,0.6883656978607178,-0.002242686226963997,0.2712455093860626,0.7023902535438538,-0.01822260580956936,0.35142073035240173,0.6230777502059937,-0.026415744796395302,0.3960530161857605,0.5821235775947571,-0.02780715376138687,0.42907434701919556,0.553368330001831,-0.02636151760816574,0.312484472990036,0.7467408180236816,-0.026493165642023087,0.39549824595451355,0.6540133357048035,-0.03289537504315376,0.4413895010948181,0.6035292744636536,-0.034408606588840485,0.4755396246910095,0.5702332258224487,-0.03368490934371948,0.3396286964416504,0.794479250907898,-0.032441720366477966,0.4083830416202545,0.7053853273391724,-0.036168765276670456,0.4509989321231842,0.6552863717079163,-0.038587868213653564,0.48269930481910706,0.6201263666152954,-0.0391380675137043,0.35108286142349243,0.8401910662651062,-0.03698432445526123,0.4042629599571228,0.7673131227493286,-0.0377216562628746,0.4345104396343231,0.7252713441848755,-0.03324595466256142,0.4594472050666809,0.6935317516326904,-0.027988003566861153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THANK_YOU,0.5815883874893188,0.8706508278846741,1.9874848078416107e-07,0.6115441918373108,0.7604956030845642,0.009868074208498001,0.5959084033966064,0.6636852025985718,0.017417877912521362,0.546896755695343,0.619612455368042,0.02365928143262863,0.5085507035255432,0.6214669346809387,0.02849714085459709,0.5119394659996033,0.6354953646659851,0.009652168489992619,0.44473859667778015,0.574717104434967,0.00888911448419094,0.4046702980995178,0.5462875366210938,0.006574071478098631,0.3728533387184143,0.5274821519851685,0.004656159318983555,0.4747425317764282,0.679034411907196,0.0019099208293482661,0.4050518870353699,0.6050595641136169,0.0005216097924858332,0.36360687017440796,0.5626760125160217,-0.004006061237305403,0.3314776122570038,0.5324916839599609,-0.007380629889667034,0.4514857828617096,0.7280434370040894,-0.0047196149826049805,0.3909050226211548,0.6561397314071655,-0.006414654664695263,0.35502392053604126,0.6110172271728516,-0.012478959746658802,0.3265645503997803,0.5774277448654175,-0.01697833649814129,0.4409293830394745,0.7795265913009644,-0.009958343580365181,0.3931593894958496,0.7174757122993469,-0.00965888611972332,0.36596304178237915,0.6840357184410095,-0.008632563054561615,0.3436864912509918,0.6574627757072449,-0.007449856493622065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THANK_YOU,0.590986430644989,0.8917891979217529,2.4083908556349343e-07,0.6118000149726868,0.7699978351593018,0.006647564936429262,0.5885523557662964,0.6731048226356506,0.00900079682469368,0.5349653363227844,0.6323721408843994,0.010048171505331993,0.4937554597854614,0.6253350377082825,0.009232988581061363,0.5170886516571045,0.6589471101760864,-0.008256714791059494,0.4379996359348297,0.5915871262550354,-0.018281245604157448,0.392189621925354,0.5563124418258667,-0.023380476981401443,0.3574191927909851,0.531862199306488,-0.02581837773323059,0.48139694333076477,0.7061277031898499,-0.01790459454059601,0.3964489996433258,0.6257671117782593,-0.029233746230602264,0.34601593017578125,0.5797964334487915,-0.037087347358465195,0.30903542041778564,0.546579122543335,-0.04106517508625984,0.4587267339229584,0.7570825219154358,-0.02577211707830429,0.3843006491661072,0.6831035614013672,-0.034415364265441895,0.3400941491127014,0.6384057402610779,-0.04217521846294403,0.30682945251464844,0.6023014783859253,-0.0466340146958828,0.44863054156303406,0.8110356330871582,-0.03218051791191101,0.392591655254364,0.7519797086715698,-0.038600705564022064,0.3593163788318634,0.7186312675476074,-0.04001178219914436,0.3326233923435211,0.6900700926780701,-0.039197344332933426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THANK_YOU,0.5325829982757568,0.8938326239585876,3.3577836688891693e-07,0.5674870014190674,0.779938817024231,0.015274401754140854,0.5599575638771057,0.6867420673370361,0.026631368324160576,0.5157753825187683,0.6450854539871216,0.03635714575648308,0.4813845157623291,0.6384628415107727,0.04550739377737045,0.48380404710769653,0.6593403816223145,0.024766823276877403,0.4393875002861023,0.5839611291885376,0.03427649661898613,0.41548869013786316,0.5483168959617615,0.03839549422264099,0.3963306248188019,0.5239927172660828,0.040062066167593,0.43892937898635864,0.6950433254241943,0.017391996458172798,0.3992874324321747,0.6031525731086731,0.028146572411060333,0.37676873803138733,0.5543407201766968,0.027817929163575172,0.35962602496147156,0.5194138288497925,0.025609219446778297,0.41037702560424805,0.7359766364097595,0.011241404339671135,0.3725869357585907,0.645958423614502,0.019044779241085052,0.35282933712005615,0.5931864976882935,0.01444253884255886,0.338035523891449,0.5534172654151917,0.008385471999645233,0.39466169476509094,0.7793080806732178,0.006921612191945314,0.35947751998901367,0.7085822224617004,0.01139281876385212,0.342102587223053,0.6677559614181519,0.012739400379359722,0.32834500074386597,0.6314446330070496,0.013004475273191929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
